scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
ate_poor_overlap,85000036,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000037,Pretrained soft router,support,True,False
ate_poor_overlap,85000037,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000037,Temperature-scaled router,support,True,False
ate_poor_overlap,85000037,Uniform expert mean,support,True,False
ate_poor_overlap,85000037,Median expert,support,True,False
ate_poor_overlap,85000037,Best fixed expert,support,True,False
ate_poor_overlap,85000037,Metadata-only selector,support,True,False
ate_poor_overlap,85000037,Shallow risk selector,support,True,False
ate_poor_overlap,85000037,Convex stack,support,True,False
ate_poor_overlap,85000037,Linear g-computation,support,True,False
ate_poor_overlap,85000037,Random forest g-computation,support,True,False
ate_poor_overlap,85000037,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000037,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000038,Pretrained soft router,support,True,False
ate_poor_overlap,85000038,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000038,Temperature-scaled router,support,True,False
ate_poor_overlap,85000038,Uniform expert mean,support,True,False
ate_poor_overlap,85000038,Median expert,support,True,False
ate_poor_overlap,85000038,Best fixed expert,support,True,False
ate_poor_overlap,85000038,Metadata-only selector,support,True,False
ate_poor_overlap,85000038,Shallow risk selector,support,True,False
ate_poor_overlap,85000038,Convex stack,support,True,False
ate_poor_overlap,85000038,Linear g-computation,support,True,False
ate_poor_overlap,85000038,Random forest g-computation,support,True,False
ate_poor_overlap,85000038,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000038,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000039,Pretrained soft router,support,True,False
ate_poor_overlap,85000039,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000039,Temperature-scaled router,support,True,False
ate_poor_overlap,85000039,Uniform expert mean,support,True,False
ate_poor_overlap,85000039,Median expert,support,True,False
ate_poor_overlap,85000039,Best fixed expert,support,True,False
ate_poor_overlap,85000039,Metadata-only selector,support,True,False
ate_poor_overlap,85000039,Shallow risk selector,support,True,False
ate_poor_overlap,85000039,Convex stack,support,True,False
ate_poor_overlap,85000039,Linear g-computation,support,True,False
ate_poor_overlap,85000039,Random forest g-computation,support,True,False
ate_poor_overlap,85000039,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000039,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000040,Pretrained soft router,support,True,False
ate_poor_overlap,85000040,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000040,Temperature-scaled router,support,True,False
ate_poor_overlap,85000040,Uniform expert mean,support,True,False
ate_poor_overlap,85000040,Median expert,support,True,False
ate_poor_overlap,85000040,Best fixed expert,support,True,False
ate_poor_overlap,85000040,Metadata-only selector,support,True,False
ate_poor_overlap,85000040,Shallow risk selector,support,True,False
ate_poor_overlap,85000040,Convex stack,support,True,False
ate_poor_overlap,85000040,Linear g-computation,support,True,False
ate_poor_overlap,85000040,Random forest g-computation,support,True,False
ate_poor_overlap,85000040,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000040,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000041,Pretrained soft router,support,True,False
ate_poor_overlap,85000041,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000041,Temperature-scaled router,support,True,False
ate_poor_overlap,85000041,Uniform expert mean,support,True,False
ate_poor_overlap,85000041,Median expert,support,True,False
ate_poor_overlap,85000041,Best fixed expert,support,True,False
ate_poor_overlap,85000041,Metadata-only selector,support,True,False
ate_poor_overlap,85000041,Shallow risk selector,support,True,False
ate_poor_overlap,85000041,Convex stack,support,True,False
ate_poor_overlap,85000041,Linear g-computation,support,True,False
ate_poor_overlap,85000041,Random forest g-computation,support,True,False
ate_poor_overlap,85000041,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000041,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000042,Pretrained soft router,support,True,False
ate_poor_overlap,85000042,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000042,Temperature-scaled router,support,True,False
ate_poor_overlap,85000042,Uniform expert mean,support,True,False
ate_poor_overlap,85000042,Median expert,support,True,False
ate_poor_overlap,85000042,Best fixed expert,support,True,False
ate_poor_overlap,85000042,Metadata-only selector,support,True,False
ate_poor_overlap,85000042,Shallow risk selector,support,True,False
ate_poor_overlap,85000042,Convex stack,support,True,False
ate_poor_overlap,85000042,Linear g-computation,support,True,False
ate_poor_overlap,85000042,Random forest g-computation,support,True,False
ate_poor_overlap,85000042,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000042,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000043,Pretrained soft router,support,True,False
ate_poor_overlap,85000043,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000043,Temperature-scaled router,support,True,False
ate_poor_overlap,85000043,Uniform expert mean,support,True,False
ate_poor_overlap,85000043,Median expert,support,True,False
ate_poor_overlap,85000043,Best fixed expert,support,True,False
ate_poor_overlap,85000043,Metadata-only selector,support,True,False
ate_poor_overlap,85000043,Shallow risk selector,support,True,False
ate_poor_overlap,85000043,Convex stack,support,True,False
ate_poor_overlap,85000043,Linear g-computation,support,True,False
ate_poor_overlap,85000043,Random forest g-computation,support,True,False
ate_poor_overlap,85000043,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000043,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000044,Pretrained soft router,support,True,False
ate_poor_overlap,85000044,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000044,Temperature-scaled router,support,True,False
ate_poor_overlap,85000044,Uniform expert mean,support,True,False
ate_poor_overlap,85000044,Median expert,support,True,False
ate_poor_overlap,85000044,Best fixed expert,support,True,False
ate_poor_overlap,85000044,Metadata-only selector,support,True,False
ate_poor_overlap,85000044,Shallow risk selector,support,True,False
ate_poor_overlap,85000044,Convex stack,support,True,False
ate_poor_overlap,85000044,Linear g-computation,support,True,False
ate_poor_overlap,85000044,Random forest g-computation,support,True,False
ate_poor_overlap,85000044,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000044,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000045,Pretrained soft router,support,True,False
ate_poor_overlap,85000045,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000045,Temperature-scaled router,support,True,False
ate_poor_overlap,85000045,Uniform expert mean,support,True,False
ate_poor_overlap,85000045,Median expert,support,True,False
ate_poor_overlap,85000045,Best fixed expert,support,True,False
ate_poor_overlap,85000045,Metadata-only selector,support,True,False
ate_poor_overlap,85000045,Shallow risk selector,support,True,False
ate_poor_overlap,85000045,Convex stack,support,True,False
ate_poor_overlap,85000045,Linear g-computation,support,True,False
ate_poor_overlap,85000045,Random forest g-computation,support,True,False
ate_poor_overlap,85000045,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000045,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000046,Pretrained soft router,support,True,False
ate_poor_overlap,85000046,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000046,Temperature-scaled router,support,True,False
ate_poor_overlap,85000046,Uniform expert mean,support,True,False
ate_poor_overlap,85000046,Median expert,support,True,False
ate_poor_overlap,85000046,Best fixed expert,support,True,False
ate_poor_overlap,85000046,Metadata-only selector,support,True,False
ate_poor_overlap,85000046,Shallow risk selector,support,True,False
ate_poor_overlap,85000046,Convex stack,support,True,False
ate_poor_overlap,85000046,Linear g-computation,support,True,False
ate_poor_overlap,85000046,Random forest g-computation,support,True,False
ate_poor_overlap,85000046,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000046,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000047,Pretrained soft router,support,True,False
ate_poor_overlap,85000047,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000047,Temperature-scaled router,support,True,False
ate_poor_overlap,85000047,Uniform expert mean,support,True,False
ate_poor_overlap,85000047,Median expert,support,True,False
ate_poor_overlap,85000047,Best fixed expert,support,True,False
ate_poor_overlap,85000047,Metadata-only selector,support,True,False
ate_poor_overlap,85000047,Shallow risk selector,support,True,False
ate_poor_overlap,85000047,Convex stack,support,True,False
ate_poor_overlap,85000047,Linear g-computation,support,True,False
ate_poor_overlap,85000047,Random forest g-computation,support,True,False
ate_poor_overlap,85000047,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000047,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000048,Pretrained soft router,support,True,False
ate_poor_overlap,85000048,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000048,Temperature-scaled router,support,True,False
ate_poor_overlap,85000048,Uniform expert mean,support,True,False
ate_poor_overlap,85000048,Median expert,support,True,False
ate_poor_overlap,85000048,Best fixed expert,support,True,False
ate_poor_overlap,85000048,Metadata-only selector,support,True,False
ate_poor_overlap,85000048,Shallow risk selector,support,True,False
ate_poor_overlap,85000048,Convex stack,support,True,False
ate_poor_overlap,85000048,Linear g-computation,support,True,False
ate_poor_overlap,85000048,Random forest g-computation,support,True,False
ate_poor_overlap,85000048,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000048,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000049,Pretrained soft router,support,True,False
ate_poor_overlap,85000049,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000049,Temperature-scaled router,support,True,False
ate_poor_overlap,85000049,Uniform expert mean,support,True,False
ate_poor_overlap,85000049,Median expert,support,True,False
ate_poor_overlap,85000049,Best fixed expert,support,True,False
ate_poor_overlap,85000049,Metadata-only selector,support,True,False
ate_poor_overlap,85000049,Shallow risk selector,support,True,False
ate_poor_overlap,85000049,Convex stack,support,True,False
ate_poor_overlap,85000049,Linear g-computation,support,True,False
ate_poor_overlap,85000049,Random forest g-computation,support,True,False
ate_poor_overlap,85000049,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000049,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000050,Pretrained soft router,support,True,False
ate_poor_overlap,85000050,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000050,Temperature-scaled router,support,True,False
ate_poor_overlap,85000050,Uniform expert mean,support,True,False
ate_poor_overlap,85000050,Median expert,support,True,False
ate_poor_overlap,85000050,Best fixed expert,support,True,False
ate_poor_overlap,85000050,Metadata-only selector,support,True,False
ate_poor_overlap,85000050,Shallow risk selector,support,True,False
ate_poor_overlap,85000050,Convex stack,support,True,False
ate_poor_overlap,85000050,Linear g-computation,support,True,False
ate_poor_overlap,85000050,Random forest g-computation,support,True,False
ate_poor_overlap,85000050,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000050,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000051,Pretrained soft router,support,True,False
ate_poor_overlap,85000051,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000051,Temperature-scaled router,support,True,False
ate_poor_overlap,85000051,Uniform expert mean,support,True,False
ate_poor_overlap,85000051,Median expert,support,True,False
ate_poor_overlap,85000051,Best fixed expert,support,True,False
ate_poor_overlap,85000051,Metadata-only selector,support,True,False
ate_poor_overlap,85000051,Shallow risk selector,support,True,False
