line,text
1548,"ate_linear,20000014,static_ate,1,1,1.0,0.9985690116882324,0.6809599995613098,0.006692850962281227,-9.161539793467455e-08,1.4052594900131226,1.405259370803833,spline,""[0.21340738236904144, 0.11516778916120529, 0.23662622272968292, 0.2315361201763153, 0.20326249301433563, 0.0]"",""[1.4455605745315552, 1.0409547090530396, 1.513340950012207, 1.468217372894287, 1.3718233108520508, 1.3906303644180298]"",1.7917587757110596,5.999992847442627,""[0.16674961149692535, 0.16651920974254608, 0.16703583300113678, 0.16650649905204773, 0.1666823923587799, 0.16650637984275818]"",0.5955201983451843,,0.0"
1549,"ate_linear,20000015,static_ate,1,1,1.0,0.9987772107124329,0.646381676197052,0.006692850962281227,0.0,1.1390752792358398,1.1390752792358398,interaction,""[0.2114683985710144, 0.11969532072544098, 0.20928214490413666, 0.2341286838054657, 0.22542542219161987, 0.0]"",""[1.1059311628341675, 1.2238181829452515, 1.0696700811386108, 1.0966734886169434, 1.2336446046829224, 1.2000519037246704]"",1.7917587757110596,5.9999918937683105,""[0.16674652695655823, 0.16651831567287445, 0.1670343577861786, 0.1665106564760208, 0.1666814535856247, 0.1665087342262268]"",0.5513368248939514,,0.0"
1550,"ate_linear,20000016,static_ate,1,1,1.0,0.9988839030265808,0.3082466125488281,0.006692850962281227,0.0,-0.45469388365745544,-0.45469388365745544,linear,""[0.23589454591274261, 0.11463160067796707, 0.2107182741165161, 0.23119398951530457, 0.2075616419315338, 0.0]"",""[-0.3969343304634094, -0.34059852361679077, -0.5259299874305725, -0.5390117168426514, -0.41711243987083435, -0.17669221758842468]"",1.7917587757110596,5.999992370605469,""[0.16674941778182983, 0.16651932895183563, 0.16703541576862335, 0.16650722920894623, 0.16668158769607544, 0.16650702059268951]"",0.39405587315559387,,0.0"
1551,"ate_linear,20000017,static_ate,1,1,1.0,0.9984803795814514,0.6892329454421997,0.006692850962281227,0.0,1.3654874563217163,1.3654874563217163,spline,""[0.21066728234291077, 0.11190342903137207, 0.24215734004974365, 0.22956593334674835, 0.20570601522922516, 0.0]"",""[1.3676491975784302, 0.9501347541809082, 1.387203574180603, 1.4289191961288452, 1.492870569229126, 1.1874566078186035]"",1.7917588949203491,5.999992370605469,""[0.16674958169460297, 0.16651904582977295, 0.16703581809997559, 0.16650687158107758, 0.16668199002742767, 0.16650669276714325]"",0.6082693338394165,,0.0"
1552,"ate_linear,20000018,static_ate,1,1,1.0,0.9986535310745239,0.6194376349449158,0.006692850962281227,0.0,0.8306432962417603,0.8306432962417603,interaction,""[0.2346874475479126, 0.09886952489614487, 0.19363561272621155, 0.26527369022369385, 0.20753371715545654, 0.0]"",""[0.7816336154937744, 1.353441596031189, 0.8409091830253601, 0.8250428438186646, 0.6345837116241455, 1.01094651222229]"",1.7917588949203491,5.9999918937683105,""[0.16674698889255524, 0.1665182113647461, 0.16703470051288605, 0.16651040315628052, 0.16668149828910828, 0.16650822758674622]"",0.6004791259765625,,0.0"
1553,"ate_linear,20000019,static_ate,1,1,1.0,0.9987825751304626,0.5795004367828369,0.006692850962281227,0.0,0.4567570090293884,0.4567570090293884,spline,""[0.22696936130523682, 0.11221329867839813, 0.2554107904434204, 0.21015605330467224, 0.1952504813671112, 0.0]"",""[0.5322681069374084, -0.197844460606575, 0.5305388569831848, 0.5340008735656738, 0.5655317902565002, 0.3317904770374298]"",1.7917587757110596,5.999992847442627,""[0.16674911975860596, 0.16651871800422668, 0.1670360416173935, 0.16650699079036713, 0.16668304800987244, 0.16650605201721191]"",0.4857845902442932,,0.0"
1554,"ate_linear,20000020,static_ate,1,1,1.0,0.9984147548675537,0.2144256830215454,0.006692850962281227,0.0,-1.5602071285247803,-1.5602071285247803,linear,""[0.25581154227256775, 0.09229773283004761, 0.22811086475849152, 0.2539583146572113, 0.16982147097587585, 0.0]"",""[-1.514628291130066, -1.2280895709991455, -1.6629438400268555, -1.6581549644470215, -1.524895429611206, -1.7079308032989502]"",1.7917587757110596,5.9999918937683105,""[0.1667480617761612, 0.16651880741119385, 0.16703511774539948, 0.16650870442390442, 0.16668173670768738, 0.16650760173797607]"",0.4407893717288971,,0.0"
1555,"ate_linear,20000021,static_ate,1,1,1.0,0.99837327003479,0.2113935351371765,0.006692850962281227,-8.458766131980155e-08,-1.320654034614563,-1.3206541538238525,interaction,""[0.2539125978946686, 0.08977991342544556, 0.20261386036872864, 0.27359282970428467, 0.18010075390338898, 0.0]"",""[-1.391221046447754, -0.7464021444320679, -1.4225444793701172, -1.3581740856170654, -1.335806131362915, -1.6630754470825195]"",1.7917588949203491,5.999991416931152,""[0.16674990952014923, 0.1665193736553192, 0.16703589260578156, 0.16650599241256714, 0.16668254137039185, 0.1665063500404358]"",0.44877365231513977,,0.0"
1556,"ate_linear,20000022,static_ate,1,1,1.0,0.9986812472343445,0.6414073705673218,0.006692850962281227,0.0,0.6983100771903992,0.6983100771903992,interaction,""[0.22051645815372467, 0.10945526510477066, 0.21763882040977478, 0.23737405240535736, 0.2150154560804367, 0.0]"",""[0.6817981004714966, 0.6435444951057434, 0.6703656315803528, 0.7050300240516663, 0.7639896869659424, 0.5678984522819519]"",1.7917588949203491,5.9999918937683105,""[0.16674841940402985, 0.1665186882019043, 0.16703538596630096, 0.16650791466236115, 0.16668221354484558, 0.16650739312171936]"",0.566474437713623,,0.0"
1557,"ate_linear,20000023,static_ate,1,1,1.0,0.998464822769165,0.6930245757102966,0.006692850962281227,0.0,1.3490562438964844,1.3490562438964844,interaction,""[0.20631136000156403, 0.1123441532254219, 0.23520982265472412, 0.24066418409347534, 0.205470472574234, 0.0]"",""[1.335586428642273, 1.2237663269042969, 1.4201782941818237, 1.3559114933013916, 1.341639757156372, 1.4172769784927368]"",1.7917588949203491,5.999992370605469,""[0.16674746572971344, 0.16651855409145355, 0.1670348346233368, 0.16650943458080292, 0.16668161749839783, 0.16650809347629547]"",0.627173662185669,,0.0"
1558,"ate_linear,20000024,static_ate,1,1,1.0,0.9985278844833374,0.68229740858078,0.006692850962281227,0.0,1.2784883975982666,1.2784883975982666,interaction,""[0.20994655787944794, 0.11175505071878433, 0.22782853245735168, 0.24214598536491394, 0.20832392573356628, 0.0]"",""[1.2873059511184692, 1.2074884176254272, 1.3060600757598877, 1.2616357803344727, 1.2971253395080566, 1.2061145305633545]"",1.7917587757110596,5.999992370605469,""[0.16674846410751343, 0.1665189415216446, 0.16703522205352783, 0.16650822758674622, 0.16668181121349335, 0.16650733351707458]"",0.6142855882644653,,0.0"
1559,"ate_linear,20000025,static_ate,1,1,1.0,0.9987897276878357,0.28183937072753906,0.006692850962281227,0.0,-0.2238554209470749,-0.2238554209470749,linear,""[0.25451138615608215, 0.10878739506006241, 0.20861127972602844, 0.23407907783985138, 0.19401083886623383, 0.0]"",""[-0.25155699253082275, -0.2845866084098816, -0.14179228246212006, -0.24498842656612396, -0.21620303392410278, -0.3124959170818329]"",1.7917587757110596,5.999992847442627,""[0.1667470633983612, 0.16651833057403564, 0.1670350730419159, 0.16650989651679993, 0.16668185591697693, 0.166507750749588]"",0.4047951102256775,,0.0"
1560,"ate_linear,20000026,static_ate,1,1,1.0,0.9988749623298645,0.3404521048069,0.006692850962281227,0.0,-0.6600239276885986,-0.6600239276885986,interaction,""[0.2236042618751526, 0.12271004170179367, 0.21253640949726105, 0.2259686291217804, 0.2151806503534317, 0.0]"",""[-0.6930807828903198, -0.42588144540786743, -0.6944247484207153, -0.7233850955963135, -0.6586807370185852, 0.18533097207546234]"",1.7917587757110596,5.999992847442627,""[0.16674794256687164, 0.16651886701583862, 0.16703477501869202, 0.16650909185409546, 0.16668124496936798, 0.16650806367397308]"",0.39827218651771545,,0.0"
1561,"ate_linear,20000027,static_ate,1,1,1.0,0.9985467791557312,0.23244301974773407,0.006692850962281227,8.251837613215685e-08,-1.0065354108810425,-1.006535291671753,linear,""[0.2511400282382965, 0.1045212671160698, 0.22451680898666382, 0.23651394248008728, 0.1833079755306244, 0.0]"",""[-1.089337706565857, -0.9740316271781921, -0.9975772500038147, -0.9999156594276428, -0.9311391711235046, -0.896588146686554]"",1.7917587757110596,5.999992847442627,""[0.16674907505512238, 0.16651886701583862, 0.1670357882976532, 0.16650725901126862, 0.16668261587619781, 0.1665063500404358]"",0.4128791093826294,,0.0"
1562,"ate_linear,20000028,static_ate,1,1,1.0,0.9985553622245789,0.23670721054077148,0.006692850962281227,0.0,-1.3576335906982422,-1.3576335906982422,linear,""[0.26730814576148987, 0.11014813184738159, 0.2588299810886383, 0.2107197791337967, 0.15299394726753235, 0.0]"",""[-1.2473362684249878, -2.3523471355438232, -1.2454214096069336, -1.1946828365325928, -1.2484685182571411, -1.5554746389389038]"",1.7917587757110596,5.9999918937683105,""[0.16674678027629852, 0.1665186583995819, 0.16703450679779053, 0.1665104329586029, 0.1666812300682068, 0.16650840640068054]"",0.39746224880218506,,0.0"
1563,"ate_linear,20000029,static_ate,1,1,1.0,0.9989714622497559,0.5465085506439209,0.006692850962281227,-2.0477314066624785e-08,0.28345027565956116,0.28345024585723877,spline,""[0.21927914023399353, 0.13167978823184967, 0.22074301540851593, 0.21352802217006683, 0.21477006375789642, 0.0]"",""[0.324375718832016, 0.06523056328296661, 0.35890060663223267, 0.29778581857681274, 0.28365910053253174, 0.39250943064689636]"",1.7917587757110596,5.999992370605469,""[0.16674773395061493, 0.1665184646844864, 0.16703516244888306, 0.16650931537151337, 0.16668201982975006, 0.1665073037147522]"",0.4626482129096985,,0.0"
1564,"ate_nonlinear,20000000,static_ate,1,1,1.0,0.9989123344421387,0.5568735003471375,0.006692850962281227,0.0,0.24096627533435822,0.24096627533435822,spline,""[0.212148517370224, 0.11742260307073593, 0.2524552643299103, 0.21000027656555176, 0.20797327160835266, 0.0]"",""[0.3027641773223877, -0.3037427067756653, 0.29219546914100647, 0.3425295352935791, 0.32073333859443665, 0.8018582463264465]"",1.7917587757110596,5.9999918937683105,""[0.16674961149692535, 0.1665191799402237, 0.16703566908836365, 0.16650669276714325, 0.16668206453323364, 0.1665068119764328]"",0.4634561240673065,,0.0"
1565,"ate_nonlinear,20000001,static_ate,1,1,1.0,0.9990371465682983,0.4255940318107605,0.006692850962281227,-5.724232199355583e-09,-0.08358894288539886,-0.08358895033597946,linear,""[0.22242996096611023, 0.12269843369722366, 0.2206113189458847, 0.2220166176557541, 0.21224360167980194, 0.0]"",""[0.04891827702522278, -0.23033180832862854, -0.08144718408584595, -0.1702442467212677, -0.04920409247279167, 0.18853813409805298]"",1.7917587757110596,5.999992370605469,""[0.16674654185771942, 0.1665184199810028, 0.16703443229198456, 0.1665107160806656, 0.16668133437633514, 0.16650855541229248]"",0.40401285886764526,,0.0"
1566,"ate_nonlinear,20000002,static_ate,1,1,1.0,0.9989588260650635,0.5667282342910767,0.006692850962281227,0.0,0.3274356722831726,0.3274356722831726,spline,""[0.2150186002254486, 0.1324954628944397, 0.22519156336784363, 0.20793645083904266, 0.2193579077720642, 0.0]"",""[0.36899012327194214, 0.00667378306388855, 0.34656664729118347, 0.4115365147590637, 0.3810865879058838, 0.6925733685493469]"",1.7917588949203491,5.9999918937683105,""[0.1667485237121582, 0.16651873290538788, 0.16703514754772186, 0.1665080338716507, 0.16668181121349335, 0.1665078103542328]"",0.4591030478477478,,0.0"
1567,"ate_nonlinear,20000003,static_ate,1,1,1.0,0.9985983967781067,0.22734428942203522,0.006692850962281227,0.0,-1.390244483947754,-1.390244483947754,interaction,""[0.24204964935779572, 0.10003568232059479, 0.22326453030109406, 0.25463762879371643, 0.1800125390291214, 0.0]"",""[-1.1519848108291626, -1.02134370803833, -1.5154533386230469, -1.5134533643722534, -1.5860395431518555, -1.0222712755203247]"",1.7917588949203491,5.999992370605469,""[0.16674667596817017, 0.16651839017868042, 0.16703470051288605, 0.16651040315628052, 0.1666816771030426, 0.16650815308094025]"",0.4234296977519989,,0.0"
1568,"ate_nonlinear,20000004,static_ate,1,1,1.0,0.9985865354537964,0.6426622867584229,0.006692850962281227,9.573761161618677e-08,1.2142940759658813,1.2142940759658813,interaction,""[0.22621186077594757, 0.10966813564300537, 0.22004804015159607, 0.23563069105148315, 0.20844124257564545, 0.0]"",""[1.1781976222991943, 1.0468695163726807, 1.2999303340911865, 1.2175865173339844, 1.2474290132522583, 0.7137541770935059]"",1.7917588949203491,5.999992370605469,""[0.1667463183403015, 0.16651806235313416, 0.16703486442565918, 0.1665109395980835, 0.16668187081813812, 0.16650795936584473]"",0.5783281326293945,,0.0"
1569,"ate_nonlinear,20000005,static_ate,1,1,1.0,0.9986568689346313,0.256427139043808,0.006692850962281227,0.0,-0.7811483144760132,-0.7811483144760132,linear,""[0.25282022356987, 0.11154498159885406, 0.21084041893482208, 0.23223331570625305, 0.19256114959716797, 0.0]"",""[-0.8764688372612, -0.650048553943634, -0.742952823638916, -0.7625377178192139, -0.7962068915367126, -0.6674646735191345]"",1.7917588949203491,5.9999918937683105,""[0.16674891114234924, 0.16651922464370728, 0.16703498363494873, 0.16650789976119995, 0.16668112576007843, 0.16650789976119995]"",0.40517544746398926,,0.0"
1570,"ate_nonlinear,20000006,static_ate,1,1,1.0,0.9988049268722534,0.30899226665496826,0.006692850962281227,-5.258748103642574e-08,-0.4754658639431,-0.47546592354774475,linear,""[0.2506673336029053, 0.11984828114509583, 0.21605254709720612, 0.21110911667346954, 0.20232269167900085, 0.0]"",""[-0.6157873868942261, -0.6398707628250122, -0.3905121088027954, -0.4388187527656555, -0.3331849277019501, -0.4647960364818573]"",1.7917587757110596,5.9999918937683105,""[0.16674844920635223, 0.16651877760887146, 0.16703541576862335, 0.16650806367397308, 0.16668224334716797, 0.1665070801973343]"",0.39096733927726746,,0.0"
1571,"ate_nonlinear,20000007,static_ate,1,1,1.0,0.9984294772148132,0.2242467999458313,0.006692850962281227,1.7743029445682623e-07,-1.467426061630249,-1.4674259424209595,interaction,""[0.23442772030830383, 0.10025486350059509, 0.22119086980819702, 0.2569602131843567, 0.18716630339622498, 0.0]"",""[-1.5728027820587158, -1.05628502368927, -1.5599217414855957, -1.4520760774612427, -1.4674304723739624, -1.0060392618179321]"",1.7917587757110596,5.999992847442627,""[0.166746586561203, 0.1665184050798416, 0.16703443229198456, 0.1665106862783432, 0.16668137907981873, 0.16650845110416412]"",0.43690210580825806,,0.0"
